,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
113,2026-03-18,SH601211,-0.02223535254597664,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
114,2026-03-18,SH601186,-0.009064113721251488,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
115,2026-03-18,SH601169,0.057390011847019196,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
116,2026-03-18,SH601166,0.08083827793598175,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
117,2026-03-18,SH601138,-0.018886001780629158,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
118,2026-03-18,SH601136,-0.021855762228369713,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
119,2026-03-18,SH601127,-0.023565955460071564,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
120,2026-03-18,SH601117,0.028150811791419983,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
121,2026-03-18,SH601111,0.11781399697065353,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
122,2026-03-18,SH601100,-0.010578233748674393,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
123,2026-03-18,SH601077,0.016066942363977432,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
124,2026-03-18,SH600160,0.07757948338985443,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
125,2026-03-18,SH600887,0.07516557723283768,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
126,2026-03-18,SH600875,0.013513200916349888,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
127,2026-03-18,SH600438,,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
128,2026-03-18,SH600436,-0.04428777098655701,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
129,2026-03-18,SH600426,0.006378039252012968,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
130,2026-03-18,SH600415,0.008829131722450256,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
131,2026-03-18,SH600406,-0.04375360906124115,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
132,2026-03-18,SH600377,0.0462113618850708,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
133,2026-03-18,SH600372,-0.034377556294202805,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
134,2026-03-18,SH600362,0.06349335610866547,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
135,2026-03-18,SH600346,0.06431110948324203,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
136,2026-03-18,SH600309,0.020388871431350708,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
137,2026-03-18,SH600276,-0.09635073691606522,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
138,2026-03-18,SH600233,-0.04480254277586937,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
139,2026-03-18,SH600219,0.020946787670254707,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
140,2026-03-18,SH600196,-0.07687883824110031,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
141,2026-03-18,SH600188,-0.09071046113967896,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
142,2026-03-18,SH600183,-0.02493370696902275,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
143,2026-03-18,SH600176,0.03443288058042526,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
144,2026-03-18,SH600460,0.025005528703331947,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
145,2026-03-18,SH600886,0.019485292956233025,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
146,2026-03-18,SH600482,0.01458387915045023,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
147,2026-03-18,SH600515,0.08288806676864624,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
148,2026-03-18,SH600845,0.03172938898205757,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
149,2026-03-18,SH600809,-0.024606283754110336,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
150,2026-03-18,SH600803,-0.045630816370248795,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
151,2026-03-18,SH600795,-0.011840291321277618,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
152,2026-03-18,SH600760,-0.06650364398956299,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
153,2026-03-18,SH600741,-0.00953181367367506,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
154,2026-03-18,SH600690,-0.0173921138048172,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
155,2026-03-18,SH600674,0.020947730168700218,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
156,2026-03-18,SH600660,0.02700505219399929,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
157,2026-03-18,SH600600,0.03443308547139168,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
158,2026-03-18,SH600588,0.0363893061876297,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
159,2026-03-18,SH600585,0.016903789713978767,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
160,2026-03-18,SH600584,-0.05931231752038002,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
161,2026-03-18,SH600570,0.007286270149052143,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260317_12,f1de8842a23d431b8925acf17d8586e9,0.056,,,
